1474140269125.0,09/17/2016 19:24:29,0
1474140279125.0,09/17/2016 19:24:39,0
1474140289125.0,09/17/2016 19:24:49,0
1474140299125.0,09/17/2016 19:24:59,0
1474140309125.0,09/17/2016 19:25:09,0
1474140319125.0,09/17/2016 19:25:19,0
1474140329125.0,09/17/2016 19:25:29,0
1474140339125.0,09/17/2016 19:25:39,0
1474140349125.0,09/17/2016 19:25:49,0
1474140359125.0,09/17/2016 19:25:59,0
1474140369125.0,09/17/2016 19:26:09,0
1474140379125.0,09/17/2016 19:26:19,0
1474140389125.0,09/17/2016 19:26:29,0
1474140399125.0,09/17/2016 19:26:39,0
1474140409125.0,09/17/2016 19:26:49,0
1474140419125.0,09/17/2016 19:26:59,0
1474140429125.0,09/17/2016 19:27:09,0
1474140439125.0,09/17/2016 19:27:19,0
1474140449125.0,09/17/2016 19:27:29,0
1474140459125.0,09/17/2016 19:27:39,0
1474140469125.0,09/17/2016 19:27:49,0
1474140479125.0,09/17/2016 19:27:59,0
1474140489125.0,09/17/2016 19:28:09,0
1474140499125.0,09/17/2016 19:28:19,0
1474140509125.0,09/17/2016 19:28:29,0
1474140519125.0,09/17/2016 19:28:39,0
1474140529125.0,09/17/2016 19:28:49,0
1474140539125.0,09/17/2016 19:28:59,0
1474140549125.0,09/17/2016 19:29:09,0
1474140559125.0,09/17/2016 19:29:19,0
1474140569125.0,09/17/2016 19:29:29,0
1474140579125.0,09/17/2016 19:29:39,0
1474140589125.0,09/17/2016 19:29:49,0
1474140599125.0,09/17/2016 19:29:59,0
1474140609125.0,09/17/2016 19:30:09,0
1474140619125.0,09/17/2016 19:30:19,0
1474140629125.0,09/17/2016 19:30:29,0
1474140639125.0,09/17/2016 19:30:39,0
1474140649125.0,09/17/2016 19:30:49,0
1474140659125.0,09/17/2016 19:30:59,0
1474140669125.0,09/17/2016 19:31:09,0
1474140679125.0,09/17/2016 19:31:19,0
1474140689125.0,09/17/2016 19:31:29,0
1474140699125.0,09/17/2016 19:31:39,0
1474140709125.0,09/17/2016 19:31:49,0
1474140719125.0,09/17/2016 19:31:59,0
1474140729125.0,09/17/2016 19:32:09,0
1474140739125.0,09/17/2016 19:32:19,0
1474140749125.0,09/17/2016 19:32:29,0
1474140759125.0,09/17/2016 19:32:39,0
1474140769125.0,09/17/2016 19:32:49,0
1474140779125.0,09/17/2016 19:32:59,0
1474140789125.0,09/17/2016 19:33:09,0
1474140799125.0,09/17/2016 19:33:19,0
1474140809125.0,09/17/2016 19:33:29,0
1474140819125.0,09/17/2016 19:33:39,0
1474140829125.0,09/17/2016 19:33:49,0
1474140839125.0,09/17/2016 19:33:59,0
1474140849125.0,09/17/2016 19:34:09,0
1474140859125.0,09/17/2016 19:34:19,0
1474140869125.0,09/17/2016 19:34:29,0
1474140879125.0,09/17/2016 19:34:39,0
1474140889125.0,09/17/2016 19:34:49,0
1474140899125.0,09/17/2016 19:34:59,0
1474140909125.0,09/17/2016 19:35:09,0
1474140919125.0,09/17/2016 19:35:19,0
