1480969464488.0,12/05/2016 20:24:24,0
1480969474488.0,12/05/2016 20:24:34,0
1480969484488.0,12/05/2016 20:24:44,0
1480969494488.0,12/05/2016 20:24:54,0
1480969504488.0,12/05/2016 20:25:04,0
1480969514488.0,12/05/2016 20:25:14,0
1480969524488.0,12/05/2016 20:25:24,1
1480969534488.0,12/05/2016 20:25:34,0
1480969544488.0,12/05/2016 20:25:44,0
1480969554488.0,12/05/2016 20:25:54,0
1480969564488.0,12/05/2016 20:26:04,0
1480969574488.0,12/05/2016 20:26:14,0
1480969584488.0,12/05/2016 20:26:24,0
1480969594488.0,12/05/2016 20:26:34,0
1480969604488.0,12/05/2016 20:26:44,0
1480969614488.0,12/05/2016 20:26:54,0
1480969624488.0,12/05/2016 20:27:04,0
1480969634488.0,12/05/2016 20:27:14,0
1480969644488.0,12/05/2016 20:27:24,0
1480969654488.0,12/05/2016 20:27:34,0
1480969664488.0,12/05/2016 20:27:44,0
1480969674488.0,12/05/2016 20:27:54,0
1480969684488.0,12/05/2016 20:28:04,0
1480969694488.0,12/05/2016 20:28:14,0
1480969704488.0,12/05/2016 20:28:24,0
1480969714488.0,12/05/2016 20:28:34,1
1480969724488.0,12/05/2016 20:28:44,0
1480969734488.0,12/05/2016 20:28:54,0
1480969744488.0,12/05/2016 20:29:04,0
1480969754488.0,12/05/2016 20:29:14,0
1480969764488.0,12/05/2016 20:29:24,0
1480969774488.0,12/05/2016 20:29:34,0
1480969784488.0,12/05/2016 20:29:44,0
1480969794488.0,12/05/2016 20:29:54,0
1480969804488.0,12/05/2016 20:30:04,0
1480969814488.0,12/05/2016 20:30:14,0
1480969824488.0,12/05/2016 20:30:24,0
1480969834488.0,12/05/2016 20:30:34,0
1480969844488.0,12/05/2016 20:30:44,0
1480969854488.0,12/05/2016 20:30:54,0
1480969864488.0,12/05/2016 20:31:04,0
1480969874488.0,12/05/2016 20:31:14,0
1480969884488.0,12/05/2016 20:31:24,0
1480969894488.0,12/05/2016 20:31:34,0
1480969904488.0,12/05/2016 20:31:44,0
1480969914488.0,12/05/2016 20:31:54,0
1480969924488.0,12/05/2016 20:32:04,0
1480969934488.0,12/05/2016 20:32:14,0
1480969944488.0,12/05/2016 20:32:24,0
1480969954488.0,12/05/2016 20:32:34,0
1480969964488.0,12/05/2016 20:32:44,0
1480969974488.0,12/05/2016 20:32:54,0
1480969984488.0,12/05/2016 20:33:04,0
1480969994488.0,12/05/2016 20:33:14,0
1480970004488.0,12/05/2016 20:33:24,0
1480970014488.0,12/05/2016 20:33:34,0
1480970024488.0,12/05/2016 20:33:44,0
1480970034488.0,12/05/2016 20:33:54,0
1480970044488.0,12/05/2016 20:34:04,0
1480970054488.0,12/05/2016 20:34:14,0
1480970064488.0,12/05/2016 20:34:24,0
1480970074488.0,12/05/2016 20:34:34,0
1480970084488.0,12/05/2016 20:34:44,0
1480970094488.0,12/05/2016 20:34:54,0
1480970104488.0,12/05/2016 20:35:04,0
1480970114488.0,12/05/2016 20:35:14,0
1480970124488.0,12/05/2016 20:35:24,0
1480970134488.0,12/05/2016 20:35:34,0
1480970144488.0,12/05/2016 20:35:44,0
1480970154488.0,12/05/2016 20:35:54,0
1480970164488.0,12/05/2016 20:36:04,0
1480970174488.0,12/05/2016 20:36:14,0
1480970184488.0,12/05/2016 20:36:24,0
1480970194488.0,12/05/2016 20:36:34,0
1480970204488.0,12/05/2016 20:36:44,0
1480970214488.0,12/05/2016 20:36:54,0
1480970224488.0,12/05/2016 20:37:04,0
1480970234488.0,12/05/2016 20:37:14,0
1480970244488.0,12/05/2016 20:37:24,0
1480970254488.0,12/05/2016 20:37:34,0
1480970264488.0,12/05/2016 20:37:44,0
1480970274488.0,12/05/2016 20:37:54,0
